mes,linea,ramal,estacion,latitud,longitud
10/2018,"Larga Distancia",Córdoba,"San Nicolas",-33.344233,-60.226428
10/2018,"Larga Distancia",Córdoba,"Rosario Sur",-33.009153,-60.650379
10/2018,"Larga Distancia",Córdoba,"Rosario Norte",-32.930534,-60.656259
10/2018,"Larga Distancia",Córdoba,Retiro,-34.591178,-58.375857
10/2018,"Larga Distancia",Córdoba,Ramallo,-33.501759,-60.067993
10/2018,"Larga Distancia",Córdoba,Cordoba,-31.420052,-64.175018
10/2018,"Larga Distancia",Córdoba,"Cañada de Gomez",-32.822300,-61.395175
10/2018,"Larga Distancia",Córdoba,Campana,-34.156744,-58.958572
10/2018,"Belgrano Sur","Pte Alsina","Villa Fiorito",-34.705378,-58.440921
10/2018,"Belgrano Sur","Pte Alsina","Villa Diamante",-34.681744,-58.428329
10/2018,"Belgrano Sur","Pte Alsina","Villa Caraza",-34.698003,-58.429064
10/2018,"Belgrano Sur","Pte Alsina","Puente Alsina",-34.661461,-58.414587
10/2018,"Belgrano Sur","Pte Alsina","La Salada",-34.718807,-58.472713
10/2018,"Belgrano Sur","Pte Alsina","Ing. Budge",-34.718663,-58.462151
10/2018,"Belgrano Sur","Pte Alsina","Apeadero Km 12",-34.710058,-58.505926
10/2018,"Belgrano Sur","Pte Alsina","Aldo Bonzi",-34.711196,-58.516022
10/2018,"Belgrano Sur","M.C.G. Belgrano","Villa Soldati",-34.662201,-58.440897
10/2018,"Belgrano Sur","M.C.G. Belgrano","Villa Madero",-34.684097,-58.492536
10/2018,"Belgrano Sur","M.C.G. Belgrano","Villa Lugano",-34.67713,-58.476969
10/2018,"Belgrano Sur","M.C.G. Belgrano",Tapiales,-34.702529,-58.511537
10/2018,"Belgrano Sur","M.C.G. Belgrano","Sanchez de Mendeville",-34.712446,-58.523873
10/2018,"Belgrano Sur","M.C.G. Belgrano","Rafael Castillo",-34.699696,-58.626193
10/2018,"Belgrano Sur","M.C.G. Belgrano","Presidente Illia",-34.666055,-58.450028
10/2018,"Belgrano Sur","M.C.G. Belgrano","Merlo Gomez",-34.696988,-58.647776
10/2018,"Belgrano Sur","M.C.G. Belgrano","Marinos del Fournier",-34.690177,-58.507629
10/2018,"Belgrano Sur","M.C.G. Belgrano","Marinos C. G Belgrano",-34.708761,-58.730901
10/2018,"Belgrano Sur","M.C.G. Belgrano",Libertad,-34.692230,-58.685756
10/2018,"Belgrano Sur","M.C.G. Belgrano","Justo Villegas",-34.708965,-58.551939
10/2018,"Belgrano Sur","M.C.G. Belgrano","José Ingenieros",-34.710762,-58.537256
10/2018,"Belgrano Sur","M.C.G. Belgrano","Isidro Casanova",-34.704546,-58.587342
10/2018,"Belgrano Sur","M.C.G. Belgrano","Dr Sáenz",-34.648338,-58.419355
10/2018,"Belgrano Sur","M.C.G. Belgrano","Aldo Bonzi",-34.710706,-58.514348
10/2018,"Belgrano Sur","Gonzalez Catán","Villa Soldati",-34.662201,-58.440897
10/2018,"Belgrano Sur","Gonzalez Catán","Villa Madero",-34.684097,-58.492536
10/2018,"Belgrano Sur","Gonzalez Catán","Villa Lugano",-34.67713,-58.476969
10/2018,"Belgrano Sur","Gonzalez Catán",Tapiales,-34.702529,-58.511537
10/2018,"Belgrano Sur","Gonzalez Catán",Querandí,-34.722368,-58.530727
10/2018,"Belgrano Sur","Gonzalez Catán","Presidente Illia",-34.666055,-58.450028
10/2018,"Belgrano Sur","Gonzalez Catán","Marinos del Fournier",-34.690177,-58.507629
10/2018,"Belgrano Sur","Gonzalez Catán","María Eva Duarte",-34.755959,-58.600184
10/2018,"Belgrano Sur","Gonzalez Catán",Laferrere,-34.750752,-58.584433
10/2018,"Belgrano Sur","Gonzalez Catán","Ingeniero Castello",-34.710541,-58.506352
10/2018,"Belgrano Sur","Gonzalez Catán",Independencia,-34.760798,-58.617341
10/2018,"Belgrano Sur","Gonzalez Catán","González Catán",-34.770270,-58.644908
10/2018,"Belgrano Sur","Gonzalez Catán","Dr Sáenz",-34.648338,-58.419355
10/2018,"Belgrano Sur","Apeadero Km 12","Villa Fiorito",-34.705378,-58.440921
10/2018,"Belgrano Sur","Apeadero Km 12","Villa Diamante",-34.681744,-58.428329
10/2018,"Belgrano Sur","Apeadero Km 12","Villa Caraza",-34.698003,-58.429064
10/2018,"Belgrano Sur","Apeadero Km 12","Sanchez de Mendeville",-34.712277,-58.525389
10/2018,"Belgrano Sur","Apeadero Km 12","Rafael Castillo",-34.699447,-58.628133
10/2018,"Belgrano Sur","Apeadero Km 12","Puente Alsina",-34.661461,-58.414587
10/2018,"Belgrano Sur","Apeadero Km 12","Merlo Gomez",-34.696802,-58.649287
10/2018,"Belgrano Sur","Apeadero Km 12","Marinos C. G Belgrano",-34.709270,-58.732051
10/2018,"Belgrano Sur","Apeadero Km 12",Libertad,-34.692025,-58.687264
10/2018,"Belgrano Sur","Apeadero Km 12","La Salada",-34.718807,-58.472713
10/2018,"Belgrano Sur","Apeadero Km 12","Justo Villegas",-34.708749,-58.553668
10/2018,"Belgrano Sur","Apeadero Km 12","José Ingenieros",-34.710547,-58.538982
10/2018,"Belgrano Sur","Apeadero Km 12","Isidro Casanova",-34.704326,-58.589069
10/2018,"Belgrano Sur","Apeadero Km 12","Ing. Budge",-34.718663,-58.462151
10/2018,"Belgrano Sur","Apeadero Km 12","Apeadero Km 12",-34.710058,-58.505926
10/2018,"Belgrano Sur","Apeadero Km 12","Aldo Bonzi",-34.711115,-58.516020
09/2018,"Tren de la Costa","Tren de la Costa","SAN ISIDRO R",-34.465535,-58.507941
09/2018,"Tren de la Costa","Tren de la Costa","SAN FERNANDO R",-34.437536,-58.553991
09/2018,"Tren de la Costa","Tren de la Costa","PUNTA CHICA",-34.450658,-58.523698
09/2018,"Tren de la Costa","Tren de la Costa","MARINA NUEVA",-34.444552,-58.539051
09/2018,"Tren de la Costa","Tren de la Costa",MAIPÚ,-34.513663,-58.488105
09/2018,"Tren de la Costa","Tren de la Costa",LIBERTADOR,-34.501485,-58.481851
09/2018,"Tren de la Costa","Tren de la Costa","LAS BARRANCAS",-34.472213,-58.493421
09/2018,"Tren de la Costa","Tren de la Costa","JUAN ANCHORENA",-34.488931,-58.481222
09/2018,"Tren de la Costa","Tren de la Costa",DELTA,-34.418657,-58.576697
09/2018,"Tren de la Costa","Tren de la Costa","CANAL SAN FERNANDO",-34.429911,-58.562921
09/2018,"Tren de la Costa","Tren de la Costa",BORGES,-34.508151,-58.484553
09/2018,Sarmiento,Moreno,"VILLA LURO",-34.636249,-58.502131
09/2018,Sarmiento,Moreno,"S.A. DE PADUA",-34.665425,-58.697997
09/2018,Sarmiento,Moreno,"RAMOS MEJÍA",-34.640384,-58.563947
09/2018,Sarmiento,Moreno,"PASO DEL REY",-34.658266,-58.761941
09/2018,Sarmiento,Moreno,ONCE,-34.608591,-58.407559
09/2018,Sarmiento,Moreno,MORÓN,-34.648222,-58.619813
09/2018,Sarmiento,Moreno,MORENO,-34.650443,-58.789597
09/2018,Sarmiento,Moreno,MERLO,-34.664469,-58.727685
09/2018,Sarmiento,Moreno,LINIERS,-34.638872,-58.526340
09/2018,Sarmiento,Moreno,ITUZAINGÓ,-34.659650,-58.666387
09/2018,Sarmiento,Moreno,HAEDO,-34.644533,-58.591853
09/2018,Sarmiento,Moreno,FLORESTA,-34.632375,-58.480891
09/2018,Sarmiento,Moreno,FLORES,-34.627850,-58.466176
09/2018,Sarmiento,Moreno,CIUDADELA,-34.639922,-58.541122
09/2018,Sarmiento,Moreno,CASTELAR,-34.652027,-58.642118
09/2018,Sarmiento,Moreno,CABALLITO,-34.619244,-58.443652
09/2018,Sarmiento,Mercedes,"UNIV. LUJAN",-34.577424,-59.087407
09/2018,Sarmiento,Mercedes,"P. MARIN",-34.622734,-58.893542
09/2018,Sarmiento,Mercedes,OLIVERA,-34.627927,-59.255398
09/2018,Sarmiento,Mercedes,MORENO,-34.651061,-58.787730
09/2018,Sarmiento,Mercedes,MERCEDES,-34.657493,-59.433666
09/2018,Sarmiento,Mercedes,LUJAN,-34.577686,-59.105092
09/2018,Sarmiento,Mercedes,"LEZICA Y TORREZURI",-34.584605,-59.056784
09/2018,Sarmiento,Mercedes,"LAS MALVINAS",-34.616072,-58.922084
09/2018,Sarmiento,Mercedes,"LA REJA",-34.639717,-58.828458
09/2018,Sarmiento,Mercedes,"LA FRATERNIDAD",-34.598400,-58.997844
09/2018,Sarmiento,Mercedes,JÁUREGUI,-34.600627,-59.173487
09/2018,Sarmiento,Mercedes,"GRAL RODRIGUEZ",-34.608871,-58.952925
09/2018,Sarmiento,Mercedes,GOWLAND,-34.647819,-59.352839
09/2018,Sarmiento,Mercedes,"F. ALVAREZ",-34.632204,-58.855318
09/2018,Sarmiento,Lobos,ZAPIOLA,-35.058302,-59.041885
09/2018,Sarmiento,Lobos,ZAMUDIO,-34.857899,-58.892194
09/2018,Sarmiento,Lobos,SPERATI,-35.002105,-58.999854
09/2018,Sarmiento,Lobos,MERLO,-34.664797,-58.726143
09/2018,Sarmiento,Lobos,"MARIANO ACOSTA",-34.724325,-58.792954
09/2018,Sarmiento,Lobos,"MARCOS PAZ",-34.783055,-58.836545
09/2018,Sarmiento,Lobos,LOBOS,-35.185336,-59.092792
09/2018,Sarmiento,Lobos,"LAS HERAS",-34.927939,-58.944429
09/2018,Sarmiento,Lobos,"KM 34",-34.680174,-58.760240
09/2018,Sarmiento,Lobos,HORNOS,-34.892302,-58.917861
09/2018,Sarmiento,Lobos,FERRARI,-34.706078,-58.779432
09/2018,Sarmiento,Lobos,"EMPALME LOBOS",-35.151487,-59.090740
09/2018,"San Martin",Pilar,"WILLIAM MORRIS",-34.578464,-58.656579
09/2018,"San Martin",Pilar,"VILLA DEL PARQUE",-34.601369,-58.493531
09/2018,"San Martin",Pilar,"VILLA ASTOLFI",-34.478617,-58.877037
09/2018,"San Martin",Pilar,"SOL Y VERDE",-34.503989,-58.797603
09/2018,"San Martin",Pilar,"SANTOS LUGARES",-34.603674,-58.540752
09/2018,"San Martin",Pilar,"SAN MIGUEL",-34.544655,-58.712376
09/2018,"San Martin",Pilar,"SÁENZ PEÑA",-34.603170,-58.527898
09/2018,"San Martin",Pilar,PILAR,-34.468743,-58.907906
09/2018,"San Martin",Pilar,MUÑIZ,-34.551366,-58.703314
09/2018,"San Martin",Pilar,"JOSÉ C PAZ",-34.520600,-58.746797
09/2018,"San Martin",Pilar,HURLINGHAM,-34.591055,-58.632419
09/2018,"San Martin",Pilar,"EL PALOMAR",-34.604924,-58.595873
09/2018,"San Martin",Pilar,DEVOTO,-34.602642,-58.512213
09/2018,"San Martin",Pilar,DERQUI,-34.491083,-58.838039
09/2018,"San Martin",Pilar,CASEROS,-34.604586,-58.564491
09/2018,"San Martin",Pilar,"BELLA VISTA",-34.563738,-58.684776
09/2018,"San Martin",Cabred,PILAR,-34.468613,-58.908312
09/2018,"San Martin",Cabred,MANZANARES,-34.452245,-59.006754
09/2018,"San Martin",Cabred,CABRED,-34.488015,-59.076027
09/2018,Roca,Universitario,POLICLÍNICO,-34.925305,-57.921304
09/2018,Roca,Universitario,PERIODISMO,-34.912205,-57.924264
09/2018,Roca,Universitario,MEDICINA,-34.909051,-57.927844
09/2018,Roca,Universitario,"LA PLATA",-34.903621,-57.950460
09/2018,Roca,Universitario,INFORMÁTICA,-34.903364,-57.935732
09/2018,Roca,Universitario,"DIAGONAL 73",-34.920327,-57.919043
09/2018,Roca,Universitario,ARQUITECTURA,-34.904940,-57.943142
09/2018,Roca,Monte,"VICENTE CASARES",-34.962181,-58.647847
09/2018,Roca,Monte,"TRISTÁN SUÁREZ",-34.889202,-58.567738
09/2018,Roca,Monte,TEMPERLEY,-34.775924,-58.396357
09/2018,Roca,Monte,"SANTILLÁN Y KOSTEKI",-34.661389,-58.376832
09/2018,Roca,Monte,"RICARDO LEVENE",-35.021617,-58.723773
09/2018,Roca,Monte,"REMEDIOS DE ESCALADA",-34.727092,-58.393661
09/2018,Roca,Monte,MONTE,-35.436653,-58.817665
09/2018,Roca,Monte,LLAVALLOL,-34.797055,-58.428937
09/2018,Roca,Monte,"LA NORIA",-35.165138,-58.788185
09/2018,Roca,Monte,EZEIZA,-34.853960,-58.522655
09/2018,Roca,Monte,CONSTITUCIÓN,-34.630170,-58.380583
09/2018,Roca,Monte,"CARLOS SPEGAZZINI",-34.909906,-58.594264
09/2018,Roca,Monte,CAÑUELAS,-35.059192,-58.754217
09/2018,Roca,Monte,ABBOT,-35.281420,-58.802939
09/2018,Roca,Lobos,"VICENTE CASARES",-34.962181,-58.647847
09/2018,Roca,Lobos,URIBELARREA,-35.115484,-58.898467
09/2018,Roca,Lobos,"TRISTÁN SUÁREZ",-34.889202,-58.567738
09/2018,Roca,Lobos,TEMPERLEY,-34.775924,-58.396357
09/2018,Roca,Lobos,"SANTILLÁN Y KOSTEKI",-34.661389,-58.376832
09/2018,Roca,Lobos,"RICARDO LEVENE",-35.021617,-58.723773
09/2018,Roca,Lobos,"REMEDIOS DE ESCALADA",-34.727092,-58.393661
09/2018,Roca,Lobos,LOBOS,-35.184660,-59.092795
09/2018,Roca,Lobos,LLAVALLOL,-34.797055,-58.428937
09/2018,Roca,Lobos,EZEIZA,-34.853960,-58.522655
09/2018,Roca,Lobos,CONSTITUCIÓN,-34.630170,-58.380583
09/2018,Roca,Lobos,CAÑUELAS,-35.059225,-58.754177
09/2018,Roca,"La Plata",WILDE,-34.697589,-58.311193
09/2018,Roca,"La Plata","VILLA ELISA",-34.849586,-58.075185
09/2018,Roca,"La Plata","VILLA DOMÍNICO",-34.691535,-58.325349
09/2018,Roca,"La Plata",TOLOSA,-34.890954,-57.968098
09/2018,Roca,"La Plata",SARANDÍ,-34.678747,-58.344962
09/2018,Roca,"La Plata","SANTILLÁN Y KOSTEKI",-34.661389,-58.376832
09/2018,Roca,"La Plata",RINGUELET,-34.881387,-57.996062
09/2018,Roca,"La Plata",QUILMES,-34.724646,-58.260659
09/2018,Roca,"La Plata",PLÁTANOS,-34.782335,-58.170759
09/2018,Roca,"La Plata",PEREYRA,-34.836630,-58.094540
09/2018,Roca,"La Plata","LA PLATA",-34.903894,-57.950174
09/2018,Roca,"La Plata",HUDSON,-34.791119,-58.155269
09/2018,Roca,"La Plata",GONNET,-34.879841,-58.010785
09/2018,Roca,"La Plata",EZPELETA,-34.751850,-58.234186
09/2018,Roca,"La Plata","DON BOSCO",-34.703324,-58.296171
09/2018,Roca,"La Plata",CONSTITUCIÓN,-34.630170,-58.380583
09/2018,Roca,"La Plata","CITY BELL",-34.865723,-58.042049
09/2018,Roca,"La Plata",BERNAL,-34.709261,-58.280569
09/2018,Roca,"La Plata",BERAZATEGUI,-34.764097,-58.208443
09/2018,Roca,Haedo,TEMPERLEY,-34.775744,-58.396376
09/2018,Roca,Haedo,TABLADA,-34.693070,-58.528020
09/2018,Roca,Haedo,"SANTA CATALINA",-34.780420,-58.437337
09/2018,Roca,Haedo,"SAN JUSTO",-34.674193,-58.555356
09/2018,Roca,Haedo,"P. TURNER",-34.733231,-58.474875
09/2018,Roca,Haedo,"KM 34",-34.743459,-58.465016
09/2018,Roca,Haedo,"JUAN XXIII",-34.771363,-58.444109
09/2018,Roca,Haedo,"INGENIERO S. BRIAN",-34.658045,-58.573037
09/2018,Roca,Haedo,"HOSPITAL ESPAÑOL",-34.786279,-58.407287
09/2018,Roca,Haedo,HAEDO,-34.644965,-58.592215
09/2018,Roca,Haedo,"AGUSTÍN DE ELÍA",-34.709977,-58.505918
09/2018,Roca,Gutierrez,ZEBALLOS,-34.810637,-58.259416
09/2018,Roca,Gutierrez,TEMPERLEY,-34.775744,-58.396376
09/2018,Roca,Gutierrez,"SANTA SOFÍA",-34.825027,-58.213265
09/2018,Roca,Gutierrez,"RAFAEL CALZADA",-34.796627,-58.359383
09/2018,Roca,Gutierrez,"JOSÉ MÁRMOL",-34.791912,-58.381152
09/2018,Roca,Gutierrez,GUTIÉRREZ,-34.833206,-58.188026
09/2018,Roca,Gutierrez,"FLORENCIO VARELA",-34.811122,-58.274267
09/2018,Roca,Gutierrez,"DANTE ARDIGÓ",-34.808388,-58.304829
09/2018,Roca,Gutierrez,CLAYPOLE,-34.801134,-58.338448
09/2018,Roca,Gutierrez,BOSQUES,-34.819567,-58.230164
09/2018,Roca,Ezeiza,TURDERA,-34.795053,-58.407878
09/2018,Roca,Ezeiza,TEMPERLEY,-34.775924,-58.396357
09/2018,Roca,Ezeiza,"SANTILLÁN Y KOSTEKI",-34.661389,-58.376832
09/2018,Roca,Ezeiza,"REMEDIOS DE ESCALADA",-34.727092,-58.393661
09/2018,Roca,Ezeiza,"MONTE GRANDE",-34.814433,-58.469698
09/2018,Roca,Ezeiza,"LUIS GUILLÓN",-34.803217,-58.448550
09/2018,Roca,Ezeiza,"LOMAS DE ZAMORA",-34.761031,-58.397312
09/2018,Roca,Ezeiza,LLAVALLOL,-34.797070,-58.429155
09/2018,Roca,Ezeiza,LANÚS,-34.707454,-58.390637
09/2018,Roca,Ezeiza,"HIPÓLITO YRIGOYEN",-34.653642,-58.378887
09/2018,Roca,Ezeiza,GERLI,-34.685728,-58.382637
09/2018,Roca,Ezeiza,EZEIZA,-34.854084,-58.522815
09/2018,Roca,Ezeiza,"EL JAGÜEL",-34.833227,-58.496165
09/2018,Roca,Ezeiza,CONSTITUCIÓN,-34.630170,-58.380583
09/2018,Roca,Ezeiza,BANFIELD,-34.743610,-58.395424
09/2018,Roca,Chascomus,TEMPERLEY,-34.775924,-58.396357
09/2018,Roca,Chascomus,MONASTERIO,-35.763743,-57.925060
09/2018,Roca,Chascomus,LEZAMA,-35.873892,-57.895400
09/2018,Roca,Chascomus,JEPPENER,-35.277667,-58.198260
09/2018,Roca,Chascomus,GANDARA,-35.449787,-58.093731
09/2018,Roca,Chascomus,DOOMSELAR,-35.070175,-58.290624
09/2018,Roca,Chascomus,CONSTITUCIÓN,-34.630170,-58.380583
09/2018,Roca,Chascomus,"CNEL BRANDSEN",-35.167737,-58.232014
09/2018,Roca,Chascomus,CHASCOMUS,-35.579084,-57.982386
09/2018,Roca,Chascomus,ALTAMIRANO,-35.361169,-58.151208
09/2018,Roca,Chascomus,"ALEJANDRO KORN",-34.980409,-58.373814
09/2018,Roca,Chascomus,ADELA,-35.683905,-57.953978
09/2018,Roca,"Cañuelas Esp","VICENTE CASARES",-34.962285,-58.648025
09/2018,Roca,"Cañuelas Esp","UNIÓN FERROVIARIA",-34.870243,-58.543422
09/2018,Roca,"Cañuelas Esp",TURDERA,-34.795053,-58.407878
09/2018,Roca,"Cañuelas Esp","TRISTÁN SUÁREZ",-34.889327,-58.567896
09/2018,Roca,"Cañuelas Esp",TEMPERLEY,-34.775924,-58.396357
09/2018,Roca,"Cañuelas Esp","SANTILLÁN Y KOSTEKI",-34.661389,-58.376832
09/2018,Roca,"Cañuelas Esp","RICARDO LEVENE",-35.021750,-58.723921
09/2018,Roca,"Cañuelas Esp","REMEDIOS DE ESCALADA",-34.727092,-58.393661
09/2018,Roca,"Cañuelas Esp","MONTE GRANDE",-34.814433,-58.469698
09/2018,Roca,"Cañuelas Esp","MÁXIMO PAZ",-34.936434,-58.620672
09/2018,Roca,"Cañuelas Esp","LUIS GUILLÓN",-34.803217,-58.448550
09/2018,Roca,"Cañuelas Esp","LOMAS DE ZAMORA",-34.761031,-58.397312
09/2018,Roca,"Cañuelas Esp",LLAVALLOL,-34.797070,-58.429155
09/2018,Roca,"Cañuelas Esp",LANÚS,-34.707454,-58.390637
09/2018,Roca,"Cañuelas Esp","HIPÓLITO YRIGOYEN",-34.653642,-58.378887
09/2018,Roca,"Cañuelas Esp",GERLI,-34.685728,-58.382637
09/2018,Roca,"Cañuelas Esp",EZEIZA,-34.854084,-58.522815
09/2018,Roca,"Cañuelas Esp","EL JAGÜEL",-34.833227,-58.496165
09/2018,Roca,"Cañuelas Esp",CONSTITUCIÓN,-34.630170,-58.380583
09/2018,Roca,"Cañuelas Esp","CARLOS SPEGAZZINI",-34.910030,-58.594423
09/2018,Roca,"Cañuelas Esp",CAÑUELAS,-35.059355,-58.754329
09/2018,Roca,"Cañuelas Esp",BANFIELD,-34.743610,-58.395424
09/2018,Roca,"Cañuelas Esp","APEADERO KLOOSTERMAN",-34.986459,-58.689761
09/2018,Roca,"Cañuelas Esp","ALEJANDRO PETIÓN",-34.977642,-58.674535
09/2018,Roca,Cañuelas,"VICENTE CASARES",-34.962181,-58.647847
09/2018,Roca,Cañuelas,"UNIÓN FERROVIARIA",-34.870119,-58.543263
09/2018,Roca,Cañuelas,TURDERA,-34.795031,-58.407661
09/2018,Roca,Cañuelas,"TRISTÁN SUÁREZ",-34.889202,-58.567738
09/2018,Roca,Cañuelas,TEMPERLEY,-34.775744,-58.396376
09/2018,Roca,Cañuelas,"RICARDO LEVENE",-35.021617,-58.723773
09/2018,Roca,Cañuelas,"MONTE GRANDE",-34.814335,-58.469516
09/2018,Roca,Cañuelas,"MÁXIMO PAZ",-34.936287,-58.620545
09/2018,Roca,Cañuelas,"LUIS GUILLÓN",-34.803119,-58.448366
09/2018,Roca,Cañuelas,LLAVALLOL,-34.797055,-58.428937
09/2018,Roca,Cañuelas,EZEIZA,-34.853837,-58.522495
09/2018,Roca,Cañuelas,"EL JAGÜEL",-34.833102,-58.496007
09/2018,Roca,Cañuelas,"CARLOS SPEGAZZINI",-34.909906,-58.594264
09/2018,Roca,Cañuelas,CAÑUELAS,-35.059225,-58.754177
09/2018,Roca,Cañuelas,"APEADERO KLOOSTERMAN",-34.986355,-58.689582
09/2018,Roca,Cañuelas,"ALEJANDRO PETIÓN",-34.977538,-58.674357
09/2018,Roca,"Bosques (CY)",ZEBALLOS,-34.810831,-58.257466
09/2018,Roca,"Bosques (CY)",TEMPERLEY,-34.775924,-58.396357
09/2018,Roca,"Bosques (CY)","SANTILLÁN Y KOSTEKI",-34.661389,-58.376832
09/2018,Roca,"Bosques (CY)","REMEDIOS DE ESCALADA",-34.727092,-58.393661
09/2018,Roca,"Bosques (CY)","RAFAEL CALZADA",-34.796673,-58.359172
09/2018,Roca,"Bosques (CY)","LOMAS DE ZAMORA",-34.761031,-58.397312
09/2018,Roca,"Bosques (CY)",LANÚS,-34.707454,-58.390637
09/2018,Roca,"Bosques (CY)","JOSÉ MÁRMOL",-34.791958,-58.380941
09/2018,Roca,"Bosques (CY)","HIPÓLITO YRIGOYEN",-34.653642,-58.378887
09/2018,Roca,"Bosques (CY)",GERLI,-34.685728,-58.382637
09/2018,Roca,"Bosques (CY)","FLORENCIO VARELA",-34.811144,-58.274923
09/2018,Roca,"Bosques (CY)","DANTE ARDIGÓ",-34.809255,-58.300812
09/2018,Roca,"Bosques (CY)",CONSTITUCIÓN,-34.630170,-58.380583
09/2018,Roca,"Bosques (CY)",CLAYPOLE,-34.80118,-58.338236
09/2018,Roca,"Bosques (CY)",BOSQUES,-34.819567,-58.230164
09/2018,Roca,"Bosques (CY)",BANFIELD,-34.743610,-58.395424
09/2018,Roca,Alvear,"VICENTE CASARES",-34.962181,-58.647847
09/2018,Roca,Alvear,URIBELARREA,-35.115484,-58.898467
09/2018,Roca,Alvear,"TRISTÁN SUÁREZ",-34.889202,-58.567738
09/2018,Roca,Alvear,TEMPERLEY,-34.775924,-58.396357
09/2018,Roca,Alvear,"SANTILLÁN Y KOSTEKI",-34.661389,-58.376832
09/2018,Roca,Alvear,"SALVADOR MARÍA",-35.302987,-59.167459
09/2018,Roca,Alvear,SALADILLO,-35.635656,-59.784061
09/2018,Roca,Alvear,"ROQUE PEREZ",-35.403409,-59.334385
09/2018,Roca,Alvear,"RICARDO LEVENE",-35.021617,-58.723773
09/2018,Roca,Alvear,"REMEDIOS DE ESCALADA",-34.727092,-58.393661
09/2018,Roca,Alvear,LOBOS,-35.184660,-59.092795
09/2018,Roca,Alvear,LLAVALLOL,-34.797055,-58.428937
09/2018,Roca,Alvear,"LA BARRANCOSA",-35.737810,-59.868494
09/2018,Roca,Alvear,"J. M. MICHEO",-35.881228,-59.946258
09/2018,Roca,Alvear,"GRAL. ALVEAR",-36.018821,-60.022314
09/2018,Roca,Alvear,EZEIZA,-34.853960,-58.522655
09/2018,Roca,Alvear,"DEL CARRIL",-35.510026,-59.511211
09/2018,Roca,Alvear,CONSTITUCIÓN,-34.630170,-58.380583
09/2018,Roca,Alvear,CAZON,-35.577013,-59.661584
09/2018,Roca,Alvear,CAÑUELAS,-35.059225,-58.754177
09/2018,Roca,"Alejandro Korn",TEMPERLEY,-34.775924,-58.396357
09/2018,Roca,"Alejandro Korn","SANTILLÁN Y KOSTEKI",-34.661389,-58.376832
09/2018,Roca,"Alejandro Korn","REMEDIOS DE ESCALADA",-34.727092,-58.393661
09/2018,Roca,"Alejandro Korn",LONGCHAMPS,-34.859587,-58.387198
09/2018,Roca,"Alejandro Korn","LOMAS DE ZAMORA",-34.761031,-58.397312
09/2018,Roca,"Alejandro Korn",LANÚS,-34.707454,-58.390637
09/2018,Roca,"Alejandro Korn","HIPÓLITO YRIGOYEN",-34.653642,-58.378887
09/2018,Roca,"Alejandro Korn",GUERNICA,-34.917915,-58.380560
09/2018,Roca,"Alejandro Korn",GLEW,-34.888650,-58.383702
09/2018,Roca,"Alejandro Korn",GERLI,-34.685728,-58.382637
09/2018,Roca,"Alejandro Korn",CONSTITUCIÓN,-34.630170,-58.380583
09/2018,Roca,"Alejandro Korn",BURZACO,-34.825148,-58.391372
09/2018,Roca,"Alejandro Korn",BANFIELD,-34.743610,-58.395424
09/2018,Roca,"Alejandro Korn","ALEJANDRO KORN",-34.980409,-58.373814
09/2018,Roca,"Alejandro Korn",ADROGUÉ,-34.797848,-58.394273
09/2018,Regionales,Resistencia,TAPENAGA,-27.565176,-59.661873
09/2018,Regionales,Resistencia,"LOS AMORES",-28.101568,-59.980448
09/2018,Regionales,Resistencia,"LA VICUÑA",-27.977519,-59.978320
09/2018,Regionales,Resistencia,"LA SABANA",-27.870767,-59.938856
09/2018,Regionales,Resistencia,"GRAL. OBLIGADO",-27.410850,-59.418957
09/2018,Regionales,Resistencia,"GRAL. DÓNOVAN",-27.385383,-59.109631
09/2018,Regionales,Resistencia,"FORTÍN CARDOZO",-27.408981,-59.233644
09/2018,Regionales,Resistencia,"DESVÍO KM 535",-27.396555,-59.177717
09/2018,Regionales,Resistencia,"DESVÍO KM 523",-27.413635,-59.288140
09/2018,Regionales,Resistencia,"DESVÍO KM 519",-27.412629,-59.336663
09/2018,Regionales,Resistencia,"DESVÍO KM 474",-27.585248,-59.708440
09/2018,Regionales,Resistencia,"DESVÍO KM 433",-27.774982,-59.906012
09/2018,Regionales,Resistencia,"COTE LAI",-27.527297,-59.574233
